vehicle_model,vehicle_usage_type,ambient_temp_c,engine_temp_c,avg_engine_rpm,engine_load_nm,engine_hours,maintenance_required,TWF,HDF,PWF,OSF,RNF,fault_code_count,mileage_km,usage_intensity,days_to_failure
L47819,L,24.850000000000023,36.450000000000045,1403,51.3,122,0,0,0,0,0,0,0,5490,0.4170731707317073,301
M15500,M,24.75,36.450000000000045,1515,38.8,124,0,0,0,0,0,0,0,5580,0.31039999999999995,187
L47821,L,24.75,36.35000000000002,1390,47.9,127,0,0,0,0,0,0,0,5715,0.37421875,301
M15502,M,24.650000000000034,36.25,1226,58.7,129,0,0,0,0,0,0,0,5805,0.45153846153846156,330
M15503,M,24.650000000000034,36.25,1495,36.5,132,0,0,0,0,0,0,0,5940,0.2744360902255639,239
H30058,H,24.55000000000001,36.25,1608,30.2,135,0,0,0,0,0,0,0,6075,0.22205882352941175,294
L47825,L,24.55000000000001,36.25,1392,44.1,140,0,0,0,0,0,0,0,6300,0.3127659574468085,314
M15506,M,24.55000000000001,36.25,1461,43.7,142,0,0,0,0,0,0,0,6390,0.3055944055944056,362
L47827,L,24.55000000000001,36.150000000000034,1559,36.9,145,0,0,0,0,0,0,0,6525,0.25273972602739725,222
H30062,H,24.55000000000001,36.150000000000034,1400,48.9,147,0,0,0,0,0,0,0,6615,0.3304054054054054,298
M15509,M,24.55000000000001,36.05000000000001,1732,28.8,152,0,0,0,0,0,0,0,6840,0.18823529411764706,203
L47830,L,24.450000000000045,36.05000000000001,1611,33.1,155,0,0,0,0,0,0,0,6975,0.21217948717948718,326
L47831,L,24.450000000000045,35.950000000000045,1503,38.9,157,0,0,0,0,0,0,0,7065,0.2462025316455696,311
L47832,L,24.55000000000001,36.05000000000001,1391,44.5,159,0,0,0,0,0,0,0,7155,0.278125,182
L47833,L,24.650000000000034,36.150000000000034,2015,20.1,161,0,0,0,0,0,0,0,7245,0.12407407407407409,280
L47834,L,24.650000000000034,36.05000000000001,1683,30.9,163,0,0,0,0,0,0,0,7335,0.18841463414634146,218
L47835,L,24.55000000000001,35.950000000000045,1435,38.8,165,0,0,0,0,0,0,0,7425,0.23373493975903611,199
M15516,M,24.55000000000001,35.950000000000045,1732,28.1,167,0,0,0,0,0,0,0,7515,0.16726190476190478,319
L47837,L,24.55000000000001,36.05000000000001,1365,58.6,170,0,0,0,0,0,0,0,7650,0.34269005847953216,356
L47838,L,24.55000000000001,35.950000000000045,1562,36.8,172,0,0,0,0,0,0,0,7740,0.21271676300578032,288
L47839,L,24.450000000000045,35.950000000000045,1449,49.1,174,0,0,0,0,0,0,0,7830,0.2805714285714286,354
M15520,M,24.55000000000001,36.05000000000001,1700,27.4,176,0,0,0,0,0,0,0,7920,0.15480225988700563,320
M15521,M,24.450000000000045,35.85000000000002,1427,45.6,179,0,0,0,0,0,0,0,8055,0.25333333333333335,177
M15522,M,24.450000000000045,35.75,1479,38.1,182,0,0,0,0,0,0,0,8190,0.20819672131147543,151
L47843,L,24.350000000000023,35.75,1469,44.0,185,0,0,0,0,0,0,0,8325,0.23655913978494625,292
L47844,L,24.350000000000023,35.75,1390,47.4,187,0,0,0,0,0,0,0,8415,0.2521276595744681,332
L47845,L,24.350000000000023,35.75,1729,28.1,189,0,0,0,0,0,0,0,8505,0.14789473684210527,160
L47846,L,24.350000000000023,35.85000000000002,1470,43.5,191,0,0,0,0,0,0,0,8595,0.2265625,315
L47847,L,24.350000000000023,35.75,1459,48.5,193,0,0,0,0,0,0,0,8685,0.25,241
L47848,L,24.350000000000023,35.75,1738,24.0,195,0,0,0,0,0,0,0,8775,0.12244897959183673,199
H30083,H,24.350000000000023,35.75,1471,37.7,197,0,0,0,0,0,0,0,8865,0.1904040404040404,242
L47850,L,24.450000000000045,35.85000000000002,1822,25.4,202,0,0,0,0,0,0,0,9090,0.1251231527093596,211
L47851,L,24.350000000000023,35.75,1554,34.8,204,0,0,0,0,0,0,0,9180,0.1697560975609756,343
M15532,M,24.450000000000045,35.75,1433,43.2,206,0,0,0,0,0,0,0,9270,0.20869565217391306,154
L47853,L,24.450000000000045,35.75,1449,47.7,209,0,0,0,0,0,0,0,9405,0.22714285714285715,285
L47854,L,24.650000000000034,35.85000000000002,1456,41.2,0,0,0,0,0,0,0,0,0,41.2,227
M15535,M,24.650000000000034,35.950000000000045,1424,45.5,2,0,0,0,0,0,0,0,90,15.166666666666666,204
H30090,H,24.75,36.05000000000001,1577,34.7,5,0,0,0,0,0,0,0,225,5.783333333333334,183
L47857,L,24.75,36.05000000000001,1478,39.7,10,0,0,0,0,0,0,0,450,3.6090909090909093,341
M15538,M,24.650000000000034,36.05000000000001,1295,61.2,12,0,0,0,0,0,0,0,540,4.707692307692308,344
L47859,L,24.650000000000034,36.05000000000001,1372,47.3,15,0,0,0,0,0,0,0,675,2.95625,317
M15540,M,24.650000000000034,35.950000000000045,1432,42.6,17,0,0,0,0,0,0,0,765,2.3666666666666667,227
M15541,M,24.55000000000001,35.85000000000002,1656,33.2,20,0,0,0,0,0,0,0,900,1.580952380952381,364
H30096,H,24.650000000000034,35.85000000000002,1410,48.8,23,0,0,0,0,0,0,0,1035,2.033333333333333,327
L47863,L,24.55000000000001,35.85000000000002,1874,24.4,28,0,0,0,0,0,0,0,1260,0.8413793103448275,193
L47864,L,24.55000000000001,35.85000000000002,1538,43.2,30,0,0,0,0,0,0,0,1350,1.3935483870967742,278
M15545,M,24.55000000000001,35.85000000000002,1636,29.7,32,0,0,0,0,0,0,0,1440,0.9,191
M15546,M,24.55000000000001,35.85000000000002,1504,40.4,35,0,0,0,0,0,0,0,1575,1.1222222222222222,294
M15547,M,24.55000000000001,35.85000000000002,1531,42.4,38,0,0,0,0,0,0,0,1710,1.087179487179487,272
H30102,H,24.450000000000045,35.85000000000002,1735,26.4,41,0,0,0,0,0,0,0,1845,0.6285714285714286,357
H30103,H,24.450000000000045,35.85000000000002,1354,55.6,46,0,0,0,0,0,0,0,2070,1.1829787234042553,276
H30104,H,24.450000000000045,35.85000000000002,1413,40.2,51,0,0,0,0,0,0,0,2295,0.7730769230769231,165
L47871,L,24.55000000000001,35.950000000000045,1563,39.3,56,0,0,0,0,0,0,0,2520,0.6894736842105262,316
L47872,L,24.55000000000001,35.950000000000045,1479,42.1,58,0,0,0,0,0,0,0,2610,0.7135593220338984,159
L47873,L,24.55000000000001,35.950000000000045,1477,38.3,60,0,0,0,0,0,0,0,2700,0.6278688524590164,187
L47874,L,24.450000000000045,35.950000000000045,1394,50.0,62,0,0,0,0,0,0,0,2790,0.7936507936507936,241
L47875,L,24.450000000000045,35.85000000000002,1487,45.4,64,0,0,0,0,0,0,0,2880,0.6984615384615385,247
M15556,M,24.450000000000045,35.85000000000002,1815,25.3,66,0,0,0,0,0,0,0,2970,0.3776119402985075,298
M15557,M,24.450000000000045,35.650000000000034,1453,39.7,69,0,0,0,0,0,0,0,3105,0.5671428571428572,364
L47878,L,24.450000000000045,35.650000000000034,1539,40.2,72,0,0,0,0,0,0,0,3240,0.5506849315068494,293
H30113,H,24.350000000000023,35.55000000000001,1416,39.2,74,0,0,0,0,0,0,0,3330,0.5226666666666667,260
M15560,M,24.450000000000045,35.650000000000034,1683,31.6,79,0,0,0,0,0,0,0,3555,0.395,222
L47881,L,24.55000000000001,35.650000000000034,1515,40.1,82,0,0,0,0,0,0,0,3690,0.48313253012048196,303
M15562,M,24.55000000000001,35.75,1531,48.3,84,0,0,0,0,0,0,0,3780,0.5682352941176471,236
H30117,H,24.55000000000001,35.75,1479,40.9,87,0,0,0,0,0,0,0,3915,0.4647727272727273,297
L47884,L,24.55000000000001,35.75,1516,33.7,92,0,0,0,0,0,0,0,4140,0.3623655913978495,212
L47885,L,24.55000000000001,35.85000000000002,1507,38.2,94,0,0,0,0,0,0,0,4230,0.40210526315789474,187
M15566,M,24.650000000000034,35.85000000000002,1434,43.3,96,0,0,0,0,0,0,0,4320,0.44639175257731956,271
L47887,L,24.55000000000001,35.75,1838,27.3,99,0,0,0,0,0,0,0,4455,0.273,250
M15568,M,24.450000000000045,35.650000000000034,1416,45.9,101,0,0,0,0,0,0,0,4545,0.45,324
M15569,M,24.450000000000045,35.650000000000034,1357,49.7,104,0,0,0,0,0,0,0,4680,0.4733333333333334,169
M15570,M,24.350000000000023,35.55000000000001,1697,28.1,107,0,0,0,0,0,0,0,4815,0.2601851851851852,307
L47891,L,24.350000000000023,35.55000000000001,1443,46.2,110,0,0,0,0,0,0,0,4950,0.41621621621621624,162
L47892,L,24.350000000000023,35.55000000000001,1453,37.6,112,0,0,0,0,0,0,0,5040,0.3327433628318584,307
L47893,L,24.25,35.450000000000045,1439,46.4,114,0,0,0,0,0,0,0,5130,0.40347826086956523,267
L47894,L,24.25,35.450000000000045,1609,36.2,116,0,0,0,0,0,0,0,5220,0.3094017094017094,336
L47895,L,24.25,35.450000000000045,1324,59.1,118,0,0,0,0,0,0,0,5310,0.4966386554621849,295
H30130,H,24.25,35.450000000000045,1420,45.8,120,0,0,0,0,0,0,0,5400,0.3785123966942148,188
L47897,L,24.25,35.55000000000001,1545,36.9,125,0,0,0,0,0,0,0,5625,0.29285714285714287,238
L47898,L,24.350000000000023,35.650000000000034,1477,39.0,127,0,0,0,0,0,0,0,5715,0.3046875,179
L47899,L,24.25,35.650000000000034,1447,58.1,129,0,0,0,0,0,0,0,5805,0.4469230769230769,161
L47900,L,24.25,35.75,1809,23.8,131,0,0,0,0,0,0,0,5895,0.1803030303030303,313
L47901,L,24.350000000000023,35.75,1696,30.9,133,0,0,0,0,0,0,0,5985,0.23059701492537313,335
L47902,L,24.350000000000023,35.75,1427,44.7,135,0,0,0,0,0,0,0,6075,0.3286764705882353,203
M15583,M,24.25,35.75,1500,46.3,137,0,0,0,0,0,0,0,6165,0.33550724637681156,207
L47904,L,24.350000000000023,35.75,1390,44.6,140,0,0,0,0,0,0,0,6300,0.31631205673758866,222
L47905,L,24.25,35.650000000000034,1640,34.2,142,0,0,0,0,0,0,0,6390,0.2391608391608392,179
M15586,M,24.25,35.650000000000034,1628,37.4,144,0,0,0,0,0,0,0,6480,0.2579310344827586,190
H30141,H,24.150000000000034,35.450000000000045,1499,37.6,147,0,0,0,0,0,0,0,6615,0.25405405405405407,232
M15588,M,24.25,35.55000000000001,1425,50.3,152,0,0,0,0,0,0,0,6840,0.3287581699346405,193
L47909,L,24.150000000000034,35.450000000000045,1586,37.7,155,0,0,0,0,0,0,0,6975,0.2416666666666667,253
M15590,M,24.150000000000034,35.450000000000045,1471,50.7,157,0,0,0,0,0,0,0,7065,0.32088607594936713,170
M15591,M,24.150000000000034,35.450000000000045,1431,53.0,160,0,0,0,0,0,0,0,7200,0.32919254658385094,359
L47912,L,24.05000000000001,35.450000000000045,1924,22.1,163,0,0,0,0,0,0,0,7335,0.13475609756097562,245
M15593,M,23.950000000000045,35.25,1421,42.0,165,0,0,0,0,0,0,0,7425,0.25301204819277107,315
H30148,H,23.850000000000023,35.25,1305,54.6,168,0,0,0,0,0,0,0,7560,0.3230769230769231,304
L47915,L,23.75,35.25,1557,32.4,173,0,0,0,0,0,0,0,7785,0.18620689655172412,364
L47916,L,23.75,35.150000000000034,1555,38.2,175,0,0,0,0,0,0,0,7875,0.21704545454545457,301
H30151,H,23.75,35.150000000000034,1474,39.2,177,0,0,0,0,0,0,0,7965,0.22022471910112362,285
L47918,L,23.650000000000034,35.150000000000034,1506,45.9,182,0,0,0,0,0,0,0,8190,0.25081967213114753,357
L47919,L,23.75,35.25,1390,41.8,184,0,0,0,0,0,0,0,8280,0.22594594594594594,162
M15600,M,23.75,35.25,1450,46.9,186,0,0,0,0,0,0,0,8370,0.25080213903743315,154
L47921,L,23.75,35.150000000000034,1513,38.8,189,0,0,0,0,0,0,0,8505,0.20421052631578945,182
L47922,L,23.650000000000034,35.05000000000001,1643,34.7,191,0,0,0,0,0,0,0,8595,0.1807291666666667,249
L47923,L,23.650000000000034,35.05000000000001,1361,53.8,193,0,0,0,0,0,0,0,8685,0.27731958762886594,268
L47924,L,23.55000000000001,34.950000000000045,1450,40.9,195,0,0,0,0,0,0,0,8775,0.2086734693877551,152
L47925,L,23.55000000000001,34.85000000000002,1451,50.7,197,0,0,0,0,0,0,0,8865,0.2560606060606061,337
L47926,L,23.650000000000034,34.950000000000045,1289,62.0,199,1,0,0,0,1,0,1,8955,0.31,55
L47927,L,23.650000000000034,34.950000000000045,1356,48.3,201,0,0,0,0,0,0,0,9045,0.2391089108910891,364
H30162,H,23.55000000000001,34.950000000000045,1528,46.3,203,0,0,0,0,0,0,0,9135,0.2269607843137255,285
L47929,L,23.450000000000045,34.85000000000002,1978,22.3,208,0,0,0,0,0,0,0,9360,0.10669856459330145,256
L47930,L,23.55000000000001,34.85000000000002,1535,36.8,210,0,0,0,0,0,0,0,9450,0.17440758293838862,254
M15611,M,23.650000000000034,34.950000000000045,1843,24.2,212,0,0,0,0,0,0,0,9540,0.1136150234741784,212
L47932,L,23.75,34.950000000000045,1422,48.7,215,0,0,0,0,0,0,0,9675,0.22546296296296298,196
L47933,L,23.650000000000034,34.85000000000002,1536,40.4,217,0,0,0,0,0,0,0,9765,0.18532110091743118,243
M15614,M,23.75,34.950000000000045,1483,44.3,219,0,0,0,0,0,0,0,9855,0.20136363636363636,341
H30169,H,23.650000000000034,34.950000000000045,1492,43.7,222,0,0,0,0,0,0,0,9990,0.19596412556053813,170
L47936,L,23.650000000000034,34.85000000000002,1584,40.4,227,0,0,0,0,0,0,0,10215,0.17719298245614035,162
L47937,L,23.75,34.950000000000045,1555,33.7,229,0,0,0,0,0,0,0,10305,0.14652173913043479,277
L47938,L,23.650000000000034,34.85000000000002,1497,41.7,231,0,0,0,0,0,0,0,10395,0.17974137931034484,151
M15619,M,23.55000000000001,34.650000000000034,1537,36.3,233,0,0,0,0,0,0,0,10485,0.1551282051282051,267
L47940,L,23.55000000000001,34.650000000000034,1505,39.4,236,0,0,0,0,0,0,0,10620,0.16624472573839663,268
L47941,L,23.55000000000001,34.650000000000034,1646,34.6,238,0,0,0,0,0,0,0,10710,0.14476987447698744,244
M15622,M,23.55000000000001,34.650000000000034,1286,60.5,0,0,0,0,0,0,0,0,0,60.5,247
L47943,L,23.55000000000001,34.650000000000034,1400,47.5,3,0,0,0,0,0,0,0,135,11.875,263
L47944,L,23.650000000000034,34.75,1337,56.5,5,0,0,0,0,0,0,0,225,9.416666666666666,335
L47945,L,23.75,34.85000000000002,1332,53.9,7,0,0,0,0,0,0,0,315,6.7375,329
L47946,L,23.650000000000034,34.85000000000002,1561,38.3,9,0,0,0,0,0,0,0,405,3.8299999999999996,235
L47947,L,23.75,34.85000000000002,1546,31.1,11,0,0,0,0,0,0,0,495,2.591666666666667,288
L47948,L,23.75,34.85000000000002,1713,29.3,13,0,0,0,0,0,0,0,585,2.092857142857143,234
L47949,L,23.75,34.85000000000002,1343,44.5,15,0,0,0,0,0,0,0,675,2.78125,334
L47950,L,23.650000000000034,34.85000000000002,1391,54.4,17,0,0,0,0,0,0,0,765,3.022222222222222,288
H30185,H,23.650000000000034,34.85000000000002,1311,58.6,19,0,0,0,0,0,0,0,855,2.93,363
H30186,H,23.650000000000034,34.85000000000002,1453,51.0,24,0,0,0,0,0,0,0,1080,2.04,161
L47953,L,23.650000000000034,34.85000000000002,1510,39.4,29,0,0,0,0,0,0,0,1305,1.3133333333333332,345
L47954,L,23.650000000000034,34.75,1448,48.8,31,0,0,0,0,0,0,0,1395,1.525,208
L47955,L,23.55000000000001,34.650000000000034,1453,46.0,33,0,0,0,0,0,0,0,1485,1.3529411764705883,323
L47956,L,23.55000000000001,34.650000000000034,1468,39.2,35,0,0,0,0,0,0,0,1575,1.088888888888889,238
L47957,L,23.55000000000001,34.650000000000034,1382,47.5,37,0,0,0,0,0,0,0,1665,1.25,186
L47958,L,23.55000000000001,34.85000000000002,1580,32.2,39,0,0,0,0,0,0,0,1755,0.805,350
L47959,L,23.650000000000034,34.85000000000002,1666,29.8,41,0,0,0,0,0,0,0,1845,0.7095238095238096,321
M15640,M,23.75,34.85000000000002,1409,50.7,43,0,0,0,0,0,0,0,1935,1.1522727272727273,195
L47961,L,23.650000000000034,34.85000000000002,1675,29.7,46,0,0,0,0,0,0,0,2070,0.6319148936170212,195
L47962,L,23.650000000000034,34.75,1698,30.8,48,0,0,0,0,0,0,0,2160,0.6285714285714286,191
H30197,H,23.55000000000001,34.75,1579,33.4,50,0,0,0,0,0,0,0,2250,0.6549019607843137,199
L47964,L,23.55000000000001,34.75,1743,27.9,55,0,0,0,0,0,0,0,2475,0.49821428571428567,214
M15645,M,23.75,34.85000000000002,1497,44.8,57,0,0,0,0,0,0,0,2565,0.7724137931034483,203
L47966,L,23.75,34.950000000000045,1741,28.8,60,0,0,0,0,0,0,0,2700,0.4721311475409836,349
L47967,L,23.75,34.950000000000045,1435,45.3,62,0,0,0,0,0,0,0,2790,0.719047619047619,266
M15648,M,23.75,34.950000000000045,1440,46.3,64,0,0,0,0,0,0,0,2880,0.7123076923076923,343
M15649,M,23.75,34.85000000000002,1641,33.3,67,0,0,0,0,0,0,0,3015,0.48970588235294116,333
L47970,L,23.650000000000034,34.75,1420,45.4,70,0,0,0,0,0,0,0,3150,0.6394366197183098,245
L47971,L,23.650000000000034,34.75,1611,35.4,72,0,0,0,0,0,0,0,3240,0.4849315068493151,300
L47972,L,23.650000000000034,34.650000000000034,1373,42.9,74,0,0,0,0,0,0,0,3330,0.572,165
M15653,M,23.650000000000034,34.75,1683,31.8,76,0,0,0,0,0,0,0,3420,0.412987012987013,352
H30208,H,23.75,34.75,1547,32.6,79,0,0,0,0,0,0,0,3555,0.40750000000000003,309
L47975,L,23.75,34.650000000000034,1605,37.0,84,0,0,0,0,0,0,0,3780,0.43529411764705883,239
M15656,M,23.75,34.75,2010,18.9,86,0,0,0,0,0,0,0,3870,0.21724137931034482,275
L47977,L,23.650000000000034,34.55000000000001,1565,40.1,89,0,0,0,0,0,0,0,4005,0.4455555555555556,201
M15658,M,23.75,34.650000000000034,1828,24.6,91,0,0,0,0,0,0,0,4095,0.2673913043478261,218
M15659,M,23.850000000000023,34.650000000000034,1579,34.1,94,0,0,0,0,0,0,0,4230,0.3589473684210526,170
M15660,M,23.850000000000023,34.75,1882,24.2,97,0,0,0,0,0,0,0,4365,0.24693877551020407,310
L47981,L,23.75,34.650000000000034,1285,52.1,100,0,0,0,0,0,0,0,4500,0.5158415841584159,333
L47982,L,23.75,34.650000000000034,1571,35.0,102,0,0,0,0,0,0,0,4590,0.33980582524271846,258
H30217,H,23.75,34.650000000000034,1549,37.8,104,0,0,0,0,0,0,0,4680,0.36,363
M15664,M,23.75,34.650000000000034,1544,37.6,109,0,0,0,0,0,0,0,4905,0.34181818181818185,252
M15665,M,23.850000000000023,34.75,1412,47.4,112,0,0,0,0,0,0,0,5040,0.4194690265486726,181
M15666,M,23.850000000000023,34.75,1422,53.0,115,0,0,0,0,0,0,0,5175,0.45689655172413796,248
L47987,L,23.850000000000023,34.55000000000001,1867,22.8,118,0,0,0,0,0,0,0,5310,0.1915966386554622,210
L47988,L,23.75,34.55000000000001,1424,43.3,120,0,0,0,0,0,0,0,5400,0.35785123966942145,292
L47989,L,23.75,34.450000000000045,1452,45.7,122,0,0,0,0,0,0,0,5490,0.3715447154471545,182
L47990,L,23.75,34.55000000000001,1550,39.7,124,0,0,0,0,0,0,0,5580,0.31760000000000005,268
L47991,L,23.650000000000034,34.450000000000045,1588,37.6,126,0,0,0,0,0,0,0,5670,0.29606299212598425,196
L47992,L,23.650000000000034,34.450000000000045,1338,44.4,128,0,0,0,0,0,0,0,5760,0.3441860465116279,281
L47993,L,23.650000000000034,34.450000000000045,1513,40.0,130,0,0,0,0,0,0,0,5850,0.3053435114503817,156
M15674,M,23.650000000000034,34.35000000000002,1470,45.9,132,0,0,0,0,0,0,0,5940,0.3451127819548872,232
M15675,M,23.650000000000034,34.35000000000002,1516,36.7,135,0,0,0,0,0,0,0,6075,0.26985294117647063,220
L47996,L,23.650000000000034,34.450000000000045,1434,48.3,138,0,0,0,0,0,0,0,6210,0.3474820143884892,303
L47997,L,23.650000000000034,34.450000000000045,1368,52.0,140,0,0,0,0,0,0,0,6300,0.36879432624113473,153
L47998,L,23.650000000000034,34.450000000000045,1304,48.7,142,0,0,0,0,0,0,0,6390,0.3405594405594406,303
L47999,L,23.650000000000034,34.450000000000045,1398,46.7,144,0,0,0,0,0,0,0,6480,0.3220689655172414,278
L48000,L,23.55000000000001,34.450000000000045,1516,37.4,146,0,0,0,0,0,0,0,6570,0.254421768707483,302
L48001,L,23.55000000000001,34.450000000000045,1474,41.7,148,0,0,0,0,0,0,0,6660,0.27986577181208055,292
M15682,M,23.55000000000001,34.450000000000045,1547,34.7,150,0,0,0,0,0,0,0,6750,0.22980132450331128,225
M15683,M,23.450000000000045,34.35000000000002,1482,39.9,153,0,0,0,0,0,0,0,6885,0.2590909090909091,225
L48004,L,23.450000000000045,34.25,1436,42.8,156,0,0,0,0,0,0,0,7020,0.27261146496815286,228
L48005,L,23.450000000000045,34.150000000000034,1474,40.0,158,0,0,0,0,0,0,0,7110,0.25157232704402516,202
L48006,L,23.350000000000023,34.05000000000001,1481,38.2,160,0,0,0,0,0,0,0,7200,0.23726708074534164,284
L48007,L,23.350000000000023,34.150000000000034,1501,42.1,162,0,0,0,0,0,0,0,7290,0.25828220858895706,187
L48008,L,23.350000000000023,34.150000000000034,1566,37.2,164,0,0,0,0,0,0,0,7380,0.22545454545454546,267
L48009,L,23.350000000000023,34.150000000000034,1579,34.5,166,0,0,0,0,0,0,0,7470,0.20658682634730538,270
L48010,L,23.450000000000045,34.25,1631,35.0,168,0,0,0,0,0,0,0,7560,0.20710059171597633,215
M15691,M,23.450000000000045,34.25,1544,42.3,170,0,0,0,0,0,0,0,7650,0.24736842105263157,205
L48012,L,23.450000000000045,34.25,1521,38.6,173,0,0,0,0,0,0,0,7785,0.22183908045977013,260
L48013,L,23.450000000000045,34.25,1616,28.0,175,0,0,0,0,0,0,0,7875,0.1590909090909091,261
H30248,H,23.450000000000045,34.25,1333,50.2,177,0,0,0,0,0,0,0,7965,0.28202247191011237,305
M15695,M,23.55000000000001,34.25,1533,32.5,182,0,0,0,0,0,0,0,8190,0.17759562841530055,276
L48016,L,23.450000000000045,34.25,1368,45.1,185,0,0,0,0,0,0,0,8325,0.2424731182795699,175
L48017,L,23.450000000000045,34.25,1465,47.8,187,0,0,0,0,0,0,0,8415,0.2542553191489362,354
H30252,H,23.450000000000045,34.25,1406,41.5,189,0,0,0,0,0,0,0,8505,0.21842105263157896,323
M15699,M,23.350000000000023,34.25,1565,43.5,194,0,0,0,0,0,0,0,8730,0.2230769230769231,207
L48020,L,23.450000000000045,34.35000000000002,1582,37.9,197,0,0,0,0,0,0,0,8865,0.1914141414141414,217
L48021,L,23.450000000000045,34.35000000000002,1439,45.5,199,0,0,0,0,0,0,0,8955,0.2275,192
M15702,M,23.450000000000045,34.35000000000002,1566,35.0,201,0,0,0,0,0,0,0,9045,0.17326732673267325,300
L48023,L,23.450000000000045,34.35000000000002,1485,42.7,204,0,0,0,0,0,0,0,9180,0.2082926829268293,175
L48024,L,23.350000000000023,34.35000000000002,1566,35.1,206,0,0,0,0,0,0,0,9270,0.16956521739130437,247
L48025,L,23.150000000000034,34.150000000000034,1439,41.5,208,0,0,0,0,0,0,0,9360,0.19856459330143542,164
M15706,M,23.25,34.25,1416,50.0,210,0,0,0,0,0,0,0,9450,0.23696682464454977,289
L48027,L,23.25,34.25,2833,5.6,213,1,0,0,1,0,0,1,9585,0.02616822429906542,8
L48028,L,23.150000000000034,34.25,1465,47.1,215,0,0,0,0,0,0,0,9675,0.21805555555555556,319
H30263,H,23.25,34.25,1586,35.5,0,0,0,0,0,0,0,0,0,35.5,168
L48030,L,23.150000000000034,34.150000000000034,1567,31.4,5,0,0,0,0,0,0,0,225,5.233333333333333,241
M15711,M,23.05000000000001,34.05000000000001,1389,48.6,7,0,0,0,0,0,0,0,315,6.075,220
M15712,M,23.150000000000034,34.150000000000034,1368,49.5,10,0,0,0,0,0,0,0,450,4.5,225
L48033,L,23.150000000000034,34.150000000000034,1444,49.0,13,0,0,0,0,0,0,0,585,3.5,353
M15714,M,23.150000000000034,34.150000000000034,1498,41.6,15,0,0,0,0,0,0,0,675,2.6,263
L48035,L,22.950000000000045,34.05000000000001,1615,30.8,18,0,0,0,0,0,0,0,810,1.6210526315789473,189
L48036,L,22.950000000000045,33.950000000000045,1898,22.7,20,0,0,0,0,0,0,0,900,1.0809523809523809,219
M15717,M,22.950000000000045,33.950000000000045,1350,53.3,22,0,0,0,0,0,0,0,990,2.317391304347826,267
M15718,M,23.05000000000001,33.85000000000002,1516,37.6,25,0,0,0,0,0,0,0,1125,1.4461538461538461,258
H30273,H,23.05000000000001,33.85000000000002,1542,40.6,28,0,0,0,0,0,0,0,1260,1.4000000000000001,207
H30274,H,22.950000000000045,33.75,1541,32.6,33,0,0,0,0,0,0,0,1485,0.9588235294117647,241
M15721,M,22.950000000000045,33.75,1951,23.3,38,0,0,0,0,0,0,0,1710,0.5974358974358974,236
H30276,H,22.950000000000045,33.650000000000034,1645,31.0,41,0,0,0,0,0,0,0,1845,0.7380952380952381,182
L48043,L,22.850000000000023,33.55000000000001,1416,44.2,46,0,0,0,0,0,0,0,2070,0.9404255319148936,321
M15724,M,22.850000000000023,33.55000000000001,2044,22.3,48,0,0,0,0,0,0,0,2160,0.45510204081632655,261
L48045,L,22.75,33.450000000000045,1414,50.2,51,0,0,0,0,0,0,0,2295,0.9653846153846154,249
L48046,L,22.75,33.450000000000045,1678,26.7,53,0,0,0,0,0,0,0,2385,0.4944444444444444,344
H30281,H,22.75,33.35000000000002,1594,33.2,55,0,0,0,0,0,0,0,2475,0.5928571428571429,198
M15728,M,22.650000000000034,33.35000000000002,1514,37.7,60,0,0,0,0,0,0,0,2700,0.618032786885246,248
L48049,L,22.650000000000034,33.35000000000002,1358,49.2,63,0,0,0,0,0,0,0,2835,0.76875,192
L48050,L,22.650000000000034,33.25,1325,56.2,65,0,0,0,0,0,0,0,2925,0.8515151515151516,342
L48051,L,22.650000000000034,33.25,1339,53.2,67,0,0,0,0,0,0,0,3015,0.7823529411764706,187
M15732,M,22.650000000000034,33.25,1335,51.7,69,0,0,0,0,0,0,0,3105,0.7385714285714287,187
L48053,L,22.75,33.25,1892,21.7,72,0,0,0,0,0,0,0,3240,0.29726027397260274,203
L48054,L,22.75,33.25,1575,28.5,74,0,0,0,0,0,0,0,3330,0.38,152
M15735,M,22.650000000000034,33.150000000000034,1444,45.5,76,0,0,0,0,0,0,0,3420,0.5909090909090909,327
L48056,L,22.55000000000001,33.150000000000034,1915,22.4,79,0,0,0,0,0,0,0,3555,0.27999999999999997,233
M15737,M,22.450000000000045,33.05000000000001,1584,33.6,81,0,0,0,0,0,0,0,3645,0.40975609756097564,255
M15738,M,22.55000000000001,33.150000000000034,1685,34.9,84,0,0,0,0,0,0,0,3780,0.41058823529411764,334
L48059,L,22.650000000000034,33.150000000000034,1337,54.6,87,0,0,0,0,0,0,0,3915,0.6204545454545455,353
M15740,M,22.650000000000034,33.150000000000034,1235,76.2,89,1,0,0,1,0,0,1,4005,0.8466666666666667,15
L48061,L,22.55000000000001,33.05000000000001,1464,46.2,92,0,0,0,0,0,0,0,4140,0.49677419354838714,305
M15742,M,22.55000000000001,33.05000000000001,1739,25.9,94,0,0,0,0,0,0,0,4230,0.2726315789473684,155
L48063,L,22.55000000000001,33.150000000000034,1490,34.3,97,0,0,0,0,0,0,0,4365,0.35,229
L48064,L,22.650000000000034,33.25,1356,48.0,99,0,0,0,0,0,0,0,4455,0.48,211
